"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","mae_valid_mean","mae_valid_sd"
0.01,4,0,0.66,20,0.75,1000,130645826.321925,1218040.12055484
0.01,4,0.001,0.75,40,0.66,1000,130646748.950098,1253179.72087393
0.01,4,0,0.75,40,0.75,1000,130659072.840698,1197097.72194762
0.01,4,0.01,0.75,40,0.75,1000,130662794.830322,1172771.71610081
0.01,4,0.1,0.75,40,0.66,1000,130664459.879726,1158224.17803675
0.01,4,0,0.75,40,0.66,1000,130685186.317906,1135369.89527268
0.01,4,0.001,0.75,40,0.75,1000,130706590.499633,1043418.93059617
0.01,4,0.1,0.75,40,0.75,1000,130706955.530313,1067677.8352076
0.01,4,0.001,0.66,20,0.75,1000,130713188.077088,1105788.42542912
0.01,8,0,0.75,40,0.75,250,130716551.182747,929192.893997935
0.01,4,0.1,0.66,20,0.66,1000,130725945.159008,1151872.90787593
0.01,4,0.01,0.66,40,0.66,1000,130773738.284962,1149018.8636013
0.01,4,0.01,0.66,40,0.75,1000,130786781.699946,1204125.70706535
0.01,4,0,0.66,40,0.75,1000,130790301.481047,1095476.1496015
0.01,4,0.001,0.66,40,0.75,1000,130795325.975387,1094635.78805679
0.01,4,0.1,0.66,40,0.75,1000,130825010.369304,1126979.11325585
0.01,4,0,0.66,40,0.66,1000,130845585.990288,1068058.34841059
0.01,4,0.1,0.66,40,0.66,1000,130846238.997342,1035953.54242567
0.01,4,0.001,0.66,40,0.66,1000,130847644.787568,1188786.00580001
0.01,8,0.001,0.75,40,0.75,250,130848266.881474,868984.921320621
0.01,8,0.1,0.75,40,0.75,250,130924643.292195,679911.954394682
0.01,8,0.01,0.75,40,0.75,250,131022875.796344,949642.189701035
0.01,8,0,0.75,40,0.66,250,131083072.88278,778043.308623095
0.01,8,0.001,0.75,40,0.66,250,131231022.365242,833610.116519988
0.01,8,0,0.66,40,0.75,250,131273781.194894,952728.566438068
0.01,8,0.01,0.75,40,0.66,250,131344441.191619,744037.929169172
0.01,8,0.1,0.75,40,0.66,250,131347341.709386,853538.078193469
0.01,8,0.001,0.66,40,0.75,250,131362265.062216,738175.526900144
0.01,8,0.1,0.66,40,0.75,250,131458551.098673,928957.393784699
0.01,8,0.01,0.66,40,0.75,250,131477974.245792,899323.045229267
0.01,8,0.01,0.66,40,0.66,250,131674749.218873,657109.518429599
0.01,8,0,0.66,40,0.66,250,131716048.452841,1025982.21632613
0.01,8,0.001,0.66,40,0.66,250,131733229.413024,857412.793232137
0.01,8,0.1,0.66,40,0.66,250,131751992.148761,904407.816021662
0.05,2,0.1,0.75,40,0.66,1000,134246278.056556,1186126.32014898
0.05,2,0.1,0.75,20,0.66,1000,134259010.536966,1164699.43757318
0.05,2,0,0.75,20,0.75,1000,134287659.196592,1350058.93679709
0.05,2,0,0.75,20,0.66,1000,134382580.292292,1154517.45775956
0.05,2,0.01,0.66,20,0.66,1000,134418905.860837,1205071.08272172
0.05,2,0,0.75,40,0.75,1000,134431354.441095,1335010.39608993
0.05,2,0.001,0.75,40,0.66,1000,134432447.59823,1275403.66553682
0.05,2,0.1,0.66,20,0.66,1000,134464762.591412,1225207.76958064
0.05,2,0,0.75,40,0.66,1000,134478875.935358,1303517.83058097
0.05,2,0.01,0.75,20,0.66,1000,134495017.676755,1188271.43654915
0.05,2,0,0.66,20,0.66,1000,134565645.344642,1511752.10321866
0.05,2,0.001,0.75,20,0.66,1000,134573548.506038,1547699.76605326
0.05,2,0.001,0.66,20,0.75,1000,134585916.751284,1367279.58181944
0.05,2,0.01,0.75,20,0.75,1000,134603437.598137,1123083.72036198
0.05,2,0.1,0.75,20,0.75,1000,134630661.425818,1248173.77397363
0.05,2,0.01,0.75,40,0.66,1000,134631034.776644,1527653.20222711
0.05,2,0,0.66,40,0.66,1000,134643740.691122,1575658.54274643
0.05,2,0.001,0.75,20,0.75,1000,134644738.454945,1342297.46284533
0.05,2,0.1,0.66,40,0.66,1000,134656434.620525,1230735.74308589
0.05,2,0.01,0.75,40,0.75,1000,134670003.195776,1193551.89688727
0.05,2,0.001,0.66,40,0.66,1000,134676290.069232,1360844.7139769
0.05,2,0.1,0.66,20,0.75,1000,134682177.101149,1310764.71686774
0.05,2,0.001,0.75,40,0.75,1000,134696449.650584,1492636.12798686
0.05,2,0,0.66,40,0.75,1000,134712497.316468,1505482.76562322
0.05,2,0,0.66,20,0.75,1000,134760348.896869,1407858.35927014
0.05,2,0.1,0.75,40,0.75,1000,134770171.576082,1152159.18720143
0.05,2,0.001,0.66,20,0.66,1000,134801326.845502,1375255.37958634
0.05,2,0.01,0.66,20,0.75,1000,134825558.73035,1077896.96655939
0.05,2,0.001,0.66,40,0.75,1000,134834613.94679,1354870.33110308
0.05,2,0.1,0.66,40,0.75,1000,134835944.323488,1311542.1413186
0.05,2,0.01,0.66,40,0.66,1000,134849313.930284,1389347.34089346
0.05,2,0.01,0.66,40,0.75,1000,134882369.642076,1543763.64386627
0.01,4,0,0.75,20,0.66,500,138334629.988617,868504.783621832
0.01,4,0.001,0.75,20,0.75,500,138381093.280838,1030754.71188026
0.01,4,0.01,0.75,20,0.66,500,138424650.331046,1056465.02225435
0.01,4,0.1,0.75,20,0.66,500,138444308.586222,947819.293278968
0.01,4,0.01,0.75,20,0.75,500,138462436.998371,974964.435747304
0.01,4,0.1,0.75,20,0.75,500,138496925.861826,1016860.26590202
0.01,4,0.001,0.75,20,0.66,500,138548735.350096,861709.19778877
0.01,4,0,0.75,40,0.66,500,138557444.588562,865655.760556967
0.01,4,0,0.75,20,0.75,500,138564318.989355,1106330.06759574
0.01,4,0.1,0.75,40,0.66,500,138573823.644045,786920.878098354
0.01,4,0.1,0.66,20,0.75,500,138600979.774968,887437.530589176
0.01,4,0.01,0.66,20,0.66,500,138612072.892841,1001076.59377504
0.01,4,0.001,0.75,40,0.66,500,138618266.74909,987040.118865614
0.01,4,0,0.75,40,0.75,500,138620550.062102,968943.513299973
0.01,4,0.001,0.75,40,0.75,500,138654103.707496,941002.748580404
0.01,4,0.01,0.75,40,0.66,500,138659014.945511,1115493.46300427
0.01,4,0.01,0.75,40,0.75,500,138672342.239148,1097976.07666323
0.01,4,0.1,0.75,40,0.75,500,138690926.849114,1015905.75571345
0.01,4,0.001,0.66,20,0.75,500,138704397.286301,1036177.09853546
0.01,4,0.001,0.66,40,0.66,500,138715853.634775,1047844.75758321
0.01,4,0.001,0.66,20,0.66,500,138721117.447311,848788.658414526
0.01,4,0.1,0.66,20,0.66,500,138722161.666486,1007386.92719116
0.01,4,0,0.66,20,0.75,500,138743321.871825,994122.859982378
0.01,4,0.1,0.66,40,0.75,500,138759002.345669,1104281.26598342
0.01,4,0,0.66,20,0.66,500,138761585.81576,1056454.6811711
0.01,4,0.1,0.66,40,0.66,500,138765361.631634,1097447.04859494
0.01,4,0,0.66,40,0.75,500,138776330.204236,981469.132452953
0.01,4,0.01,0.66,40,0.75,500,138781650.747276,1131083.99989587
0.01,4,0.01,0.66,20,0.75,500,138803252.245363,965537.872290855
0.01,4,0.01,0.66,40,0.66,500,138804697.549943,938569.339771608
0.01,4,0,0.66,40,0.66,500,138863140.103265,951424.029329797
0.01,4,0.001,0.66,40,0.75,500,138865297.437208,927164.338147087
0.05,2,0.01,0.75,20,0.66,500,139740319.150236,1029473.99123156
0.05,2,0.1,0.75,40,0.66,500,139771004.87001,1288587.02559237
0.05,2,0,0.75,20,0.66,500,139819779.595817,1185127.43361867
0.05,2,0.001,0.75,20,0.66,500,139857965.843611,1134012.42261614
0.05,2,0,0.75,40,0.66,500,139877742.531722,1281439.63592468
0.05,2,0.01,0.75,40,0.66,500,139951792.680387,1413322.24132318
0.05,2,0.1,0.75,20,0.66,500,139963080.332147,1265281.97274862
0.05,2,0.001,0.75,40,0.66,500,139993127.926671,1272179.57947732
0.05,2,0.001,0.75,20,0.75,500,139994666.958819,1097669.15081
0.05,2,0,0.75,20,0.75,500,140004417.918231,1205612.89156914
0.05,2,0,0.66,40,0.66,500,140044470.062803,1137022.77239829
0.05,2,0.01,0.66,20,0.66,500,140053846.581983,1277617.97267306
0.05,2,0.1,0.66,40,0.66,500,140075672.371486,1284261.08395948
0.05,2,0,0.75,40,0.75,500,140086414.812118,909395.863967773
0.05,2,0.001,0.66,20,0.66,500,140118792.377731,1028165.04624702
0.05,2,0.01,0.75,20,0.75,500,140185370.995037,1241170.60191797
0.05,2,0.01,0.66,40,0.66,500,140213321.694545,1338078.60175526
0.05,2,0.001,0.66,40,0.66,500,140236966.376406,1049672.39981214
0.05,2,0.1,0.66,20,0.66,500,140240590.804049,1186308.92912064
0.05,2,0.1,0.66,20,0.75,500,140295754.498322,1085045.03154095
0.05,2,0.001,0.75,40,0.75,500,140317720.217414,1306641.22275388
0.05,2,0.1,0.75,40,0.75,500,140341656.35832,1091404.86569089
0.05,2,0,0.66,20,0.66,500,140342147.906868,1121967.91257327
0.05,2,0.1,0.75,20,0.75,500,140344085.825318,1030684.54981247
0.05,2,0,0.66,20,0.75,500,140357158.666043,1215997.72909514
0.05,2,0.01,0.75,40,0.75,500,140395940.765938,1166785.33066436
0.05,2,0.01,0.66,40,0.75,500,140422772.084128,1295146.16471001
0.05,2,0.001,0.66,40,0.75,500,140429682.382923,1309789.30206378
0.05,2,0,0.66,40,0.75,500,140484124.032551,1099333.94986284
0.05,2,0.001,0.66,20,0.75,500,140541358.012841,1324237.4670852
0.05,2,0.1,0.66,40,0.75,500,140563651.585602,1252805.17930184
0.05,2,0.01,0.66,20,0.75,500,140603988.079784,1057828.33863841
0.05,2,0.1,0.75,40,0.66,250,146345704.205878,1200218.96940454
0.05,2,0.01,0.75,20,0.66,250,146352840.443167,959942.736619163
0.05,2,0.1,0.75,20,0.66,250,146419617.544166,916093.72234607
0.05,2,0.1,0.66,20,0.66,250,146430165.598611,1154774.43238379
0.05,2,0,0.75,40,0.66,250,146457973.446909,1160415.8081534
0.05,2,0.1,0.75,40,0.75,250,146473966.114004,1015294.46530043
0.05,2,0.001,0.75,40,0.66,250,146475826.49193,1155087.15710431
0.05,2,0.001,0.75,20,0.66,250,146477426.184542,1234699.64167285
0.05,2,0.1,0.75,20,0.75,250,146512700.162494,1283222.38890082
0.05,2,0.001,0.75,20,0.75,250,146555284.632107,1058870.6017937
0.05,2,0.01,0.75,40,0.66,250,146561106.174832,964306.734570171
0.05,2,0,0.75,20,0.66,250,146570677.571975,1085735.84117065
0.05,2,0,0.75,40,0.75,250,146583482.677531,1224207.0465503
0.05,2,0.01,0.66,20,0.66,250,146591177.674315,1029027.2966824
0.05,2,0,0.66,20,0.66,250,146593470.262422,1241589.40208985
0.05,2,0,0.75,20,0.75,250,146597879.195897,1216236.40750252
0.05,2,0,0.66,40,0.66,250,146604126.484505,985664.928546238
0.05,2,0.01,0.75,20,0.75,250,146615042.401572,1070135.47662219
0.05,2,0.001,0.75,40,0.75,250,146626340.697762,1184187.78353459
0.05,2,0.001,0.66,40,0.66,250,146642741.643456,1093715.93178254
0.05,2,0.001,0.66,40,0.75,250,146671625.554563,1260206.24405372
0.05,2,0,0.66,40,0.75,250,146676736.910085,1300809.88894595
0.05,2,0.01,0.66,40,0.66,250,146680018.229846,1164569.78583553
0.05,2,0.001,0.66,20,0.66,250,146687752.426822,1042438.99150484
0.05,2,0.1,0.66,40,0.66,250,146699872.12525,1002923.89503496
0.05,2,0.01,0.75,40,0.75,250,146737564.018344,1172283.04105229
0.05,2,0.001,0.66,20,0.75,250,146739156.311227,1050570.06177191
0.05,2,0,0.66,20,0.75,250,146747612.493207,1035584.48596091
0.05,2,0.1,0.66,20,0.75,250,146790663.116291,1101480.64134412
0.05,2,0.1,0.66,40,0.75,250,146818147.958274,1046133.04778167
0.05,2,0.01,0.66,20,0.75,250,146862269.114936,1082059.22156708
0.05,2,0.01,0.66,40,0.75,250,146865383.762001,936371.572182984
0.01,2,0,0.75,40,0.66,1000,148847583.6375,1161811.22433579
0.01,2,0,0.75,20,0.66,1000,148866942.577107,1075966.32399814
0.01,2,0.1,0.75,20,0.66,1000,148879038.229818,1104126.26689197
0.01,2,0.01,0.75,20,0.66,1000,148880034.192971,1085958.51568771
0.01,2,0.01,0.75,40,0.66,1000,148885206.045769,1165304.90581934
0.01,2,0.001,0.75,40,0.66,1000,148886261.301251,1130076.22977649
0.01,2,0.001,0.75,20,0.66,1000,148904561.862968,1064590.60692856
0.01,2,0.1,0.75,40,0.66,1000,148912068.335894,1157567.48686139
0.01,2,0.1,0.75,20,0.75,1000,148939942.396994,1029254.29720206
0.01,2,0,0.75,20,0.75,1000,148941589.644464,1163038.21918011
0.01,2,0.001,0.75,20,0.75,1000,148976121.919057,1108362.64805052
0.01,2,0.01,0.75,40,0.75,1000,148979853.022339,1048115.19193529
0.01,2,0.1,0.66,20,0.66,1000,148987008.617356,1014168.71139732
0.01,2,0.01,0.75,20,0.75,1000,148991768.233115,1114469.00221064
0.01,2,0,0.75,40,0.75,1000,149001206.745164,1165857.74113964
0.01,2,0,0.66,20,0.66,1000,149006021.160116,1058611.43538235
0.01,2,0.001,0.66,20,0.66,1000,149013044.111555,1138361.87872406
0.01,2,0.001,0.75,40,0.75,1000,149013968.74226,1129512.9362851
0.01,2,0,0.66,40,0.66,1000,149019756.098237,1095346.38061285
0.01,2,0.01,0.66,20,0.66,1000,149023001.751162,1223837.53190914
0.01,2,0.001,0.66,40,0.66,1000,149030921.447092,1108538.46522196
0.01,2,0.1,0.75,40,0.75,1000,149066268.3829,1168721.788173
0.01,2,0.1,0.66,40,0.66,1000,149099576.730207,1102837.36348261
0.01,2,0.01,0.66,20,0.75,1000,149116104.148538,996245.225964165
0.01,2,0.001,0.66,40,0.75,1000,149117022.46959,1089646.62573427
0.01,2,0.01,0.66,40,0.66,1000,149138330.786814,1017665.49080551
0.01,2,0.001,0.66,20,0.75,1000,149141270.827327,1107293.03157251
0.01,2,0.1,0.66,40,0.75,1000,149141819.167947,1001254.25480212
0.01,2,0.1,0.66,20,0.75,1000,149142166.473671,1084019.73610906
0.01,2,0,0.66,20,0.75,1000,149142395.285966,1107102.16759581
0.01,2,0,0.66,40,0.75,1000,149158508.349883,1156787.88014462
0.01,2,0.01,0.66,40,0.75,1000,149194629.901723,1058063.12484935
0.01,4,0,0.75,20,0.66,250,153663097.85327,1025350.02867843
0.01,4,0.1,0.75,20,0.66,250,153689001.22611,953816.535023673
0.01,4,0,0.75,40,0.66,250,153714320.228295,1073230.90191611
0.01,4,0.01,0.75,20,0.66,250,153754008.227367,813225.228607436
0.01,4,0.01,0.75,40,0.66,250,153760131.119144,899949.037765234
0.01,4,0.001,0.75,20,0.66,250,153766447.673618,1193480.97206006
0.01,4,0,0.75,20,0.75,250,153778882.714091,970012.067502752
0.01,4,0.001,0.75,40,0.66,250,153779830.804136,1027085.94444125
0.01,4,0,0.75,40,0.75,250,153784209.092406,911694.69452249
0.01,4,0.001,0.75,20,0.75,250,153785782.600758,1043047.01477262
0.01,4,0.01,0.75,20,0.75,250,153799340.822578,884853.302025802
0.01,4,0.001,0.66,20,0.66,250,153807617.147346,883119.622088984
0.01,4,0.01,0.75,40,0.75,250,153811759.615981,1011198.09550698
0.01,4,0.001,0.75,40,0.75,250,153826056.913981,940919.760660561
0.01,4,0.1,0.66,20,0.66,250,153833564.574462,1225944.66586298
0.01,4,0.1,0.75,20,0.75,250,153840953.198835,916756.567209715
0.01,4,0.1,0.75,40,0.66,250,153841689.643407,893736.838095088
0.01,4,0.1,0.75,40,0.75,250,153855819.661643,870221.169116488
0.01,4,0.001,0.66,20,0.75,250,153877216.652192,1149958.90569734
0.01,4,0.01,0.66,20,0.75,250,153880395.116518,1105987.04838416
0.01,4,0.1,0.66,40,0.75,250,153891568.674355,887302.981694129
0.01,4,0.1,0.66,40,0.66,250,153903891.740405,1004028.19874551
0.01,4,0.01,0.66,40,0.66,250,153911678.607896,977895.741440665
0.01,4,0.1,0.66,20,0.75,250,153916121.963756,1014875.32613393
0.01,4,0.01,0.66,20,0.66,250,153928742.997621,1033119.86565493
0.01,4,0.01,0.66,40,0.75,250,153960467.340108,987175.73912435
0.01,4,0.001,0.66,40,0.66,250,153961890.803816,1021398.77174363
0.01,4,0,0.66,40,0.66,250,153962881.894298,1108127.97970631
0.01,4,0,0.66,20,0.66,250,153983977.399425,1025705.67211409
0.01,4,0,0.66,20,0.75,250,153987286.096834,1214062.4342721
0.01,4,0,0.66,40,0.75,250,154002705.63099,1005328.88093635
0.01,4,0.001,0.66,40,0.75,250,154075478.26767,862410.713301814
0.01,2,0.001,0.75,40,0.66,500,159288075.65806,972004.252043865
0.01,2,0.001,0.75,20,0.66,500,159335864.447321,1044768.42227252
0.01,2,0,0.75,40,0.66,500,159344966.093076,1050765.25110683
0.01,2,0,0.75,20,0.66,500,159358805.551208,997477.723917214
0.01,2,0.01,0.75,20,0.75,500,159361242.683394,1028334.66354433
0.01,2,0.01,0.75,40,0.66,500,159363123.480974,1056687.8378975
0.01,2,0.1,0.75,20,0.66,500,159398774.024971,1021423.1043237
0.01,2,0.1,0.75,20,0.75,500,159409552.428706,1069883.30513526
0.01,2,0.01,0.75,20,0.66,500,159413049.307923,1064907.7154632
0.01,2,0.1,0.75,40,0.66,500,159418980.587439,1066096.2729247
0.01,2,0,0.75,40,0.75,500,159439323.34613,960853.372776618
0.01,2,0.01,0.75,40,0.75,500,159454490.107031,911297.457093408
0.01,2,0,0.66,20,0.66,500,159472941.66929,972936.649746889
0.01,2,0.01,0.66,20,0.66,500,159473331.08553,1048885.75048183
0.01,2,0.1,0.75,40,0.75,500,159482270.785417,1117587.93744647
0.01,2,0,0.75,20,0.75,500,159488465.000968,1057595.47222569
0.01,2,0.001,0.75,40,0.75,500,159513656.015342,1039799.99592208
0.01,2,0,0.66,40,0.75,500,159535093.550915,1035833.39361837
0.01,2,0.1,0.66,40,0.66,500,159542418.174223,1153366.03965481
0.01,2,0.001,0.66,40,0.66,500,159549128.877203,1017358.28252911
0.01,2,0.1,0.66,20,0.66,500,159567554.362694,1044681.331557
0.01,2,0,0.66,40,0.66,500,159580591.222779,976191.353506536
0.01,2,0.001,0.75,20,0.75,500,159583610.046674,1033161.41147904
0.01,2,0.01,0.66,40,0.66,500,159591643.674258,932410.322359076
0.01,2,0.001,0.66,40,0.75,500,159609886.33747,1062816.42262407
0.01,2,0.001,0.66,20,0.75,500,159634043.601265,1038014.58108944
0.01,2,0.1,0.66,20,0.75,500,159660742.658538,1060294.73984354
0.01,2,0,0.66,20,0.75,500,159661803.238434,1155910.08159794
0.01,2,0.001,0.66,20,0.66,500,159662510.6076,1108273.5293131
0.01,2,0.01,0.66,40,0.75,500,159690364.335267,1008695.68658806
0.01,2,0.01,0.66,20,0.75,500,159692831.809028,1062130.80449087
0.01,2,0.1,0.66,40,0.75,500,159696473.412255,1110289.9720168
0.01,2,0.001,0.75,40,0.66,250,174495487.93519,1214145.78730335
0.01,2,0.1,0.75,20,0.66,250,174513663.279724,1245399.07648084
0.01,2,0.01,0.75,40,0.66,250,174562562.168406,1269824.11669128
0.01,2,0.1,0.75,20,0.75,250,174567371.974402,1316072.42112477
0.01,2,0.01,0.75,20,0.66,250,174568949.441889,1260603.75120543
0.01,2,0.01,0.75,40,0.75,250,174610584.493302,1188775.34410938
0.01,2,0,0.75,20,0.66,250,174619932.274987,1313179.54136477
0.01,2,0.01,0.75,20,0.75,250,174646327.717109,1239405.65381671
0.01,2,0.001,0.75,20,0.66,250,174649827.415294,1359977.71745448
0.01,2,0,0.75,40,0.66,250,174665659.274482,1239856.02361696
0.01,2,0.001,0.75,40,0.75,250,174688397.005748,1330738.251435
0.01,2,0.1,0.75,40,0.66,250,174693731.90577,1274540.3715127
0.01,2,0.001,0.75,20,0.75,250,174693857.655905,1340681.38330361
0.01,2,0.1,0.66,40,0.66,250,174695900.839434,1298000.38513945
0.01,2,0.1,0.75,40,0.75,250,174707180.328605,1190448.0344861
0.01,2,0,0.75,20,0.75,250,174713425.9919,1255558.68464718
0.01,2,0.01,0.66,20,0.66,250,174750221.118831,1313463.98694165
0.01,2,0,0.75,40,0.75,250,174758260.59421,1307743.3083105
0.01,2,0.001,0.66,20,0.75,250,174758727.926693,1330960.61382269
0.01,2,0,0.66,40,0.66,250,174761351.21749,1277539.26188072
0.01,2,0.01,0.66,20,0.75,250,174778397.451711,1249812.92724196
0.01,2,0.001,0.66,40,0.66,250,174778757.970987,1308301.23175814
0.01,2,0,0.66,20,0.66,250,174800771.415839,1460599.10006592
0.01,2,0.001,0.66,40,0.75,250,174801295.051751,1389053.46256011
0.01,2,0.01,0.66,40,0.75,250,174804836.920256,1271257.36801396
0.01,2,0,0.66,40,0.75,250,174811339.217268,1264429.11587879
0.01,2,0.1,0.66,20,0.66,250,174825780.687395,1315578.63163448
0.01,2,0.01,0.66,40,0.66,250,174829510.025688,1327109.36035938
0.01,2,0,0.66,20,0.75,250,174836159.838817,1198348.26537889
0.01,2,0.1,0.66,20,0.75,250,174836293.354594,1310998.63525621
0.01,2,0.1,0.66,40,0.75,250,174864176.778055,1386644.95443289
0.01,2,0.001,0.66,20,0.66,250,174889949.895361,1344596.10029325
